category,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,sensor64,sensor65,sensor66
coffee,14454.5,14456.1,14054.6,14039.4,14040.8,16844.4,16844.4,16845.1,15599.9,15603.8,15592.0,17720.6,17724.6,17721.7,19948.6,19939.8,24912.3,24889.6,7293.7,7293.4,7292.5,7509.7,7511.9,7513.5,24698.4,24688.9,24683.6,57568.5,57533.1,57465.5,17706.5,17708.8,38767.7,38798.9,49195.4,49177.1,49189.9,98080.6,97847.4,98324.6,122640.7,122553.5,122773.5,80102.4,80417.6,80536.9,97819.3,98014.3,1790583.8,1721713.4,46800.6,46772.6,46762.9,17626.9,17616.6,17619.1,1092.6,1092.5,1092.6,4922.4,4925.5,4928.5,29763.6,29765.4,28.309999,46.860001
coffee,14455.6,14451.9,14040.2,14032.1,14035.7,16831.7,16836.1,16832.5,15602.4,15600.6,15599.1,17736.3,17733.9,17730.8,19955.2,19951.0,24906.5,24885.1,7294.4,7293.6,7293.3,7511.9,7513.3,7515.8,24701.6,24700.3,24686.0,57450.5,57496.1,57449.9,17711.5,17710.4,38762.1,38777.4,49160.8,49068.1,49207.8,98155.0,98044.2,98323.0,122913.1,122669.8,122695.1,80431.8,80587.1,80525.4,97878.8,97919.9,1736021.5,1743393.0,46802.1,46818.3,46784.1,17620.0,17624.4,17621.9,1092.6,1092.6,1092.5,4922.9,4926.4,4928.6,29767.8,29770.8,28.290001,47.080002
coffee,14453.3,14456.0,14040.7,14029.6,14028.2,16849.7,16851.0,16851.6,15594.9,15601.5,15601.5,17745.5,17751.5,17740.8,19952.0,19956.8,24911.6,24882.6,7295.3,7292.7,7294.5,7514.1,7515.5,7518.6,24725.6,24703.5,24721.7,57517.8,57460.8,57463.0,17706.6,17706.1,38782.8,38769.4,49189.5,49285.2,49229.7,98297.8,98172.0,98036.1,122754.5,123116.6,122714.0,80704.7,80749.6,80643.9,98096.7,97915.1,1721713.4,1771404.2,46778.3,46783.3,46795.7,17604.9,17611.1,17614.8,1092.6,1092.5,1092.5,4922.0,4925.9,4928.4,29735.4,29766.4,28.309999,47.200001
coffee,14448.3,14448.0,14038.9,14025.0,14041.1,16845.9,16834.8,16840.5,15601.7,15598.2,15596.5,17738.4,17728.0,17735.4,19948.2,19937.8,24896.0,24886.0,7295.6,7295.7,7296.4,7513.4,7515.9,7516.6,24720.2,24718.0,24699.4,57384.8,57451.6,57430.2,17707.8,17704.3,38734.6,38769.6,49152.5,49162.0,49182.4,97976.4,98100.8,98185.0,122913.1,122477.8,122602.8,80633.0,80677.8,80676.8,97994.1,97946.5,1747486.8,1735515.6,46859.5,46788.1,46771.2,17624.6,17622.0,17619.7,1092.6,1092.6,1092.5,4922.7,4926.5,4928.9,29746.5,29734.9,28.290001,47.220001
coffee,14454.2,14452.1,14029.6,14032.7,14022.5,16841.1,16838.3,16840.1,15594.5,15593.2,15596.1,17737.1,17735.4,17737.1,19942.3,19940.2,24905.5,24875.5,7295.6,7295.1,7295.6,7515.9,7517.7,7519.8,24733.3,24711.9,24714.2,57411.4,57416.4,57449.9,17703.3,17707.5,38737.5,38759.3,49258.0,49245.4,49177.1,98216.6,98146.9,98264.5,122519.4,122243.8,122747.0,80464.4,80445.4,80602.9,97828.1,98113.7,1786822.0,1676620.6,46867.1,46782.6,46810.0,17623.7,17616.8,17622.1,1092.6,1092.5,1092.5,4921.7,4925.7,4928.4,29743.7,29732.8,28.309999,47.259998
coffee,14449.7,14447.7,14036.8,14031.4,14019.1,16827.4,16824.4,16826.9,15595.1,15599.6,15601.0,17731.4,17731.5,17727.6,19941.7,19941.9,24908.0,24865.6,7296.6,7295.5,7295.8,7517.0,7520.0,7523.5,24715.8,24730.2,24706.7,57373.4,57426.1,57361.0,17697.5,17701.9,38757.6,38801.2,49201.9,49113.7,49180.0,98145.3,98229.6,98264.5,122736.8,122757.1,122640.7,80625.3,80755.1,80744.1,97831.3,97817.6,1706415.2,1787895.1,46784.8,46767.1,46783.7,17615.2,17622.2,17621.9,1092.6,1092.6,1092.5,4922.0,4926.7,4928.9,29761.2,29762.6,28.309999,47.320000
coffee,14450.0,14449.2,14027.7,14012.5,14014.7,16811.7,16815.9,16815.7,15596.9,15598.7,15598.1,17719.2,17730.8,17708.7,19944.5,19944.6,24911.7,24873.4,7294.6,7293.9,7295.0,7521.8,7521.5,7524.1,24738.2,24728.1,24742.1,57403.9,57440.2,57438.0,17700.7,17708.9,38780.3,38762.6,49195.0,49108.4,49278.9,98251.5,98153.4,98201.2,122947.4,123184.1,122783.7,80771.0,81013.1,80941.9,98037.7,98121.8,1735009.8,1730974.1,46735.8,46727.9,46765.6,17616.6,17622.6,17619.3,1092.6,1092.6,1092.5,4921.8,4925.6,4927.8,29763.9,29758.6,28.309999,47.389999
coffee,14452.1,14448.6,14016.5,14025.6,14017.3,16808.7,16787.6,16809.1,15600.1,15605.4,15596.0,17731.1,17727.1,17734.1,19936.7,19943.0,24918.3,24878.5,7297.6,7296.7,7297.1,7523.6,7523.5,7525.6,24750.0,24740.4,24742.6,57358.2,57366.5,57449.4,17705.9,17707.5,38764.2,38792.2,49132.8,49199.1,49209.9,98137.2,98128.3,98331.1,122850.9,122768.5,122905.5,80850.6,81000.9,80991.5,97847.4,97959.4,1707638.9,1737034.6,46876.0,46857.7,46868.0,17625.8,17627.2,17631.8,1092.6,1092.6,1092.5,4924.3,4927.3,4930.2,29747.0,29766.9,28.309999,47.450001
coffee,14455.3,14454.1,14025.6,14017.0,14030.8,16865.9,16866.7,16873.7,15600.3,15601.9,15596.3,17780.4,17777.8,17770.4,19939.2,19939.4,24909.8,24882.5,7298.0,7297.9,7298.3,7523.9,7528.2,7526.3,24750.8,24745.5,24739.0,57366.5,57435.2,57328.0,17700.7,17708.4,38772.4,38800.2,49193.6,49184.8,49196.2,97996.5,98069.2,98090.3,122823.0,122811.6,122447.6,80704.7,80831.4,80697.0,98020.8,97989.3,1701052.1,1786822.0,46925.2,46924.1,46963.6,17634.7,17624.7,17632.8,1092.6,1092.6,1092.5,4925.8,4929.5,4931.7,29741.5,29761.5,28.309999,47.400002
coffee,14443.8,14458.0,14014.5,14008.0,14014.6,16934.5,16924.4,16934.5,15597.4,15596.9,15599.7,17797.2,17795.1,17795.4,19942.0,19952.0,24859.6,24873.5,7297.7,7299.2,7297.0,7527.6,7528.2,7531.4,24750.6,24722.8,24739.5,57329.1,57385.3,57366.5,17705.3,17703.2,38751.4,38769.9,49215.8,49199.1,49214.2,98502.9,98031.3,98439.3,122801.4,122695.1,122682.4,80806.6,80897.9,80852.8,97918.3,97870.8,1737034.6,1729968.2,46948.8,46916.5,46965.8,17632.0,17625.0,17631.1,1092.6,1092.6,1092.5,4925.9,4929.5,4932.0,29752.5,29774.6,28.320000,47.189999
coffee,14454.7,14446.7,14014.3,14014.2,14020.2,16915.5,16917.6,16922.5,15593.2,15591.6,15595.9,17774.4,17773.5,17761.6,19949.3,19959.9,24919.6,24888.0,7301.3,7298.7,7300.8,7530.7,7530.3,7533.4,24744.5,24745.0,24744.1,57293.5,57388.1,57371.8,17702.1,17704.1,38887.1,38761.0,49234.6,49178.3,49187.9,98066.0,98100.8,98271.0,122354.4,122519.4,122828.1,80565.8,80786.9,80659.8,98140.4,98062.0,1708128.9,1810183.2,46909.3,46885.4,46933.2,17625.1,17631.2,17625.3,1092.6,1092.6,1092.5,4925.7,4929.3,4931.6,29767.5,29756.8,28.309999,46.950001
coffee,14453.4,14449.6,14003.0,14020.6,14006.3,16913.9,16909.9,16917.8,15594.1,15591.7,15584.7,17777.5,17765.9,17776.3,19948.6,19943.9,24912.3,24871.7,7299.7,7299.2,7298.0,7531.3,7531.9,7535.3,24719.7,24726.2,24682.4,57247.1,57328.6,57434.1,17704.2,17699.8,38785.5,38784.8,49193.6,49171.6,49221.3,98133.2,98296.1,98474.3,122545.9,122838.2,122475.3,80372.0,80560.3,80560.3,97857.1,98052.3,1730471.0,1781741.8,46902.4,46898.2,46943.4,17621.2,17634.6,17621.0,1092.6,1092.5,1092.6,4925.0,4928.6,4931.2,29747.0,29740.8,28.320000,46.849998
coffee,14450.7,14455.5,14000.1,14002.2,13990.3,16895.3,16893.2,16893.1,15590.3,15591.5,15591.5,17765.9,17760.8,17757.5,19947.4,19942.0,24910.8,24881.7,7299.9,7300.1,7299.8,7532.7,7535.8,7536.8,24742.4,24732.2,24735.1,57344.9,57259.6,57337.2,17701.5,17701.6,38816.3,38784.8,49114.5,49209.1,49218.6,98219.9,98261.2,98129.9,122724.2,122757.1,123636.0,80738.1,80542.3,80726.0,98007.8,97936.8,1796256.2,1710582.8,46972.7,46937.3,46893.0,17633.1,17628.2,17629.4,1092.6,1092.6,1092.5,4925.5,4928.6,4931.7,29736.0,29762.9,28.320000,46.910000
coffee,14449.9,14449.2,14015.1,14003.5,14014.7,16905.3,16895.6,16896.1,15599.1,15592.4,15592.7,17774.7,17771.2,17768.8,19943.5,19944.4,24912.1,24890.2,7302.5,7301.6,7302.0,7537.1,7538.5,7541.4,24737.2,24730.6,24741.2,57260.1,57374.5,57290.7,17700.7,17704.4,38772.4,38776.1,49173.2,49105.8,49003.5,98090.3,98384.8,98481.7,122635.6,122700.1,122709.0,80477.5,80733.7,80589.3,97915.1,97743.7,1722709.6,1721713.4,46893.0,46933.6,46949.9,17626.9,17627.7,17628.4,1092.6,1092.5,1092.5,4925.7,4929.4,4931.5,29745.9,29769.0,28.290001,46.980000
coffee,14453.7,14459.1,14010.8,14009.0,13999.6,16909.5,16917.7,16917.8,15593.2,15594.7,15596.7,17795.8,17792.4,17788.5,19956.8,19951.8,24902.7,24886.1,7299.9,7300.7,7300.8,7536.1,7540.4,7541.4,24766.7,24765.5,24757.6,57356.8,57301.0,57267.6,17709.1,17702.1,38769.6,38765.0,49082.2,49218.2,49225.4,98469.5,98683.5,98690.8,122991.8,123163.7,123098.7,81036.8,80972.2,81037.9,98229.6,97803.2,1722709.6,1738556.4,46868.4,46932.4,47088.1,17637.4,17626.7,17628.1,1092.6,1092.6,1092.5,4926.5,4929.5,4931.9,29759.4,29767.0,28.309999,46.990002
coffee,14456.4,14454.0,13986.8,13991.2,13985.9,16913.5,16907.9,16913.2,15594.1,15595.7,15593.4,17784.6,17781.8,17785.4,19938.9,19944.8,24923.7,24893.2,7304.0,7304.7,7304.3,7535.7,7537.5,7538.6,24819.0,24819.8,24803.5,57331.4,57411.4,57317.3,17700.2,17699.9,38779.6,38819.7,49249.2,49247.6,49278.9,98635.2,98481.7,98601.7,123111.5,122967.7,123580.8,81248.8,81412.9,81375.0,97218.9,98196.3,1713536.9,1825446.6,46940.0,46966.9,46942.6,17633.6,17626.0,17633.3,1092.6,1092.5,1092.6,4925.9,4929.2,4932.3,29740.1,29749.9,28.309999,46.959999
coffee,14450.9,14453.0,13997.3,13979.1,13993.5,16920.9,16914.2,16908.1,15588.1,15588.4,15587.1,17789.9,17784.6,17782.3,19958.1,19948.6,24911.9,24896.3,7303.8,7303.1,7302.7,7538.9,7541.7,7540.4,24797.3,24799.4,24781.0,57308.7,57294.6,57303.7,17702.9,17700.4,38756.4,38792.7,49243.3,49229.7,49279.7,98189.9,98210.1,98471.1,122845.8,122786.2,122952.4,80784.2,81137.4,81010.9,98011.1,97954.6,1725705.9,1745949.2,46990.5,46969.9,46976.0,17629.6,17629.1,17624.9,1092.6,1092.6,1092.5,4926.1,4930.7,4933.1,29815.8,29748.7,28.320000,46.900002
coffee,14454.8,14456.0,13984.6,13969.3,13978.5,16936.0,16924.3,16930.0,15591.5,15585.1,15588.9,17787.3,17785.4,17785.4,19950.9,19942.8,24912.0,24875.2,7304.4,7304.6,7302.4,7539.4,7541.7,7542.4,24803.5,24790.8,24774.1,57295.7,57233.6,57295.2,17703.8,17699.1,38788.5,38780.0,49332.5,49293.2,49275.2,98359.5,98451.5,98353.0,123208.4,123022.4,123151.0,81245.5,81338.9,81270.5,97986.0,98034.5,1763533.4,1738556.4,46958.6,46928.2,47001.9,17628.1,17631.9,17628.1,1092.6,1092.5,1092.6,4927.2,4930.7,4932.4,29734.8,29769.5,28.320000,46.840000
coffee,14453.1,14455.0,13977.0,13970.1,13981.6,16925.3,16921.6,16923.1,15582.2,15581.8,15587.8,17786.2,17785.7,17791.2,19950.4,19937.8,24915.6,24875.4,7303.8,7304.1,7304.1,7542.7,7544.1,7545.0,24798.0,24773.2,24775.1,57242.2,57230.9,57232.0,17698.9,17703.1,38796.9,38764.2,49261.3,49223.7,49205.8,98258.0,98576.4,98339.2,123077.1,123014.7,122568.7,80838.5,80972.2,80851.7,97796.7,97809.6,1708128.9,1727708.9,46938.9,46897.4,46959.7,17619.1,17633.5,17632.1,1092.6,1092.5,1092.5,4925.8,4929.8,4932.3,29740.6,29756.9,28.320000,46.799999
coffee,14446.5,14455.7,13983.7,13967.3,13973.4,16918.8,16905.7,16916.7,15588.1,15585.2,15588.2,17774.5,17774.5,17780.6,19941.9,19946.1,24914.8,24881.2,7304.1,7303.7,7303.0,7546.1,7547.4,7548.5,24807.9,24800.1,24795.8,57317.8,57208.8,57257.9,17703.9,17701.5,38786.7,38791.4,49212.9,49269.3,49228.8,98331.1,98356.3,98593.5,122887.7,123121.7,122692.5,81016.4,81198.9,81164.0,97921.5,97916.7,1682305.9,1748513.2,46924.8,46925.9,46937.6,17623.5,17628.7,17621.3,1092.6,1092.5,1092.5,4926.1,4929.4,4931.9,29758.1,29758.4,28.330000,46.830002
coffee,14449.8,14454.4,13960.8,13974.0,13973.8,16891.1,16898.4,16895.7,15591.3,15587.5,15586.4,17773.8,17767.3,17768.1,19943.3,19945.3,24902.6,24891.2,7304.2,7305.5,7305.3,7545.4,7547.9,7549.0,24803.1,24813.3,24801.2,57203.6,57291.8,57197.0,17700.5,17703.9,38746.0,38764.7,49193.2,49263.5,49276.0,98688.4,98369.3,98826.1,123301.6,122996.9,123077.1,81251.1,81065.0,81256.6,97796.7,97872.4,1721713.4,1795714.6,46890.6,46907.4,46875.0,17616.8,17627.4,17618.5,1092.6,1092.6,1092.6,4925.1,4929.1,4931.3,29743.0,29749.1,28.320000,46.869999
coffee,14449.2,14450.6,13963.3,13958.6,13970.0,16883.4,16875.9,16882.5,15583.0,15581.8,15587.1,17766.8,17761.2,17763.1,19939.4,19949.6,24915.6,24885.2,7308.1,7306.7,7307.6,7548.2,7547.5,7550.1,24829.5,24820.5,24809.3,57278.9,57209.9,57162.1,17702.0,17699.4,38762.6,38743.5,49307.1,49345.2,49309.5,98405.9,98614.8,98840.1,122869.9,123255.6,123126.8,81284.4,81539.6,81217.2,97847.4,97935.2,1705437.6,1751857.4,46905.8,46837.7,46878.9,17628.9,17618.7,17629.1,1092.6,1092.5,1092.6,4925.9,4929.0,4931.4,29715.1,29744.4,28.320000,46.970001
coffee,14451.8,14456.1,13944.7,13964.4,13952.0,16878.8,16875.6,16881.7,15591.1,15589.4,15583.8,17765.8,17776.8,17767.5,19949.1,19945.8,24903.0,24888.3,7307.0,7306.2,7306.6,7549.2,7549.7,7552.0,24792.7,24798.7,24805.1,57176.7,57112.1,57237.5,17691.3,17690.7,38845.7,38772.4,49183.2,49282.3,49251.7,98613.1,98472.7,98507.8,122972.8,122843.3,122949.9,80844.0,80856.1,80905.0,97946.5,97778.2,1711074.5,1775895.5,46893.4,46911.9,46947.6,17632.0,17627.0,17626.1,1092.6,1092.5,1092.5,4925.8,4929.3,4932.2,29737.4,29758.7,28.309999,47.009998
coffee,14449.1,14449.8,13939.6,13957.3,13949.3,16891.2,16885.9,16894.1,15586.1,15584.0,15577.2,17772.0,17773.9,17774.1,19947.3,19936.1,24922.1,24888.6,7306.1,7306.2,7306.9,7551.6,7553.5,7555.6,24808.6,24814.3,24795.3,57126.6,57176.7,57200.9,17696.2,17700.4,38781.0,38778.4,49237.0,49201.5,49225.8,98649.9,98816.3,98872.1,123250.5,123143.3,122996.9,81095.9,81028.0,81147.9,97895.7,97940.0,1760144.4,1731981.2,46913.4,46936.1,46919.5,17628.2,17621.0,17624.3,1092.6,1092.6,1092.5,4925.6,4929.3,4931.1,29730.6,29757.7,28.320000,47.099998
coffee,14450.3,14448.7,13956.2,13969.2,13945.4,16885.7,16879.9,16883.3,15580.1,15579.0,15578.2,17759.8,17761.7,17760.1,19943.4,19945.7,24908.7,24893.5,7307.6,7307.7,7308.4,7551.1,7553.1,7554.1,24838.4,24835.8,24817.4,57161.0,57187.4,57231.4,17696.6,17703.1,38782.8,38756.1,49300.7,49293.2,49274.0,98601.7,98133.2,98678.6,123126.8,122858.5,122798.9,81356.1,81283.3,81381.2,98135.6,97770.2,1741862.6,1726706.8,46842.5,46894.5,46883.9,17619.0,17630.0,17624.3,1092.6,1092.5,1092.6,4924.9,4928.7,4931.0,29748.2,29764.4,28.309999,47.099998
coffee,14453.0,14450.9,13939.4,13945.5,13949.1,16876.6,16871.8,16874.6,15583.2,15581.9,15583.3,17767.5,17757.4,17759.7,19946.6,19941.6,24912.0,24892.1,7307.6,7306.3,7306.6,7551.8,7555.7,7554.7,24824.8,24841.3,24817.4,57190.7,57145.6,57178.9,17698.1,17701.5,38755.6,38808.0,49269.7,49266.0,49329.2,98454.8,98449.9,98678.6,122942.3,122729.2,122947.4,81390.1,81415.1,81373.9,97859.5,97990.9,1752373.1,1723707.2,46895.6,46943.4,46941.2,17631.6,17630.8,17627.1,1092.6,1092.6,1092.5,4925.6,4929.5,4932.3,29747.0,29753.7,28.320000,47.139999
coffee,14444.3,14444.3,13950.6,13951.2,13953.9,16907.5,16903.2,16900.5,15589.0,15583.9,15581.7,17787.6,17789.1,17780.6,19945.1,19930.8,24918.8,24887.9,7306.3,7306.7,7306.5,7553.6,7555.1,7556.3,24829.6,24841.0,24827.0,57153.0,57113.2,57178.9,17703.6,17699.2,38776.1,38797.4,49309.9,49312.0,49252.9,98734.3,98421.4,98705.6,123163.7,123233.9,123239.0,81367.2,81331.1,81468.7,97883.6,97916.7,1684209.5,1736021.5,46919.5,46936.5,46905.0,17629.0,17626.6,17626.4,1092.6,1092.5,1092.5,4926.2,4930.3,4932.6,29749.9,29749.2,28.309999,47.130001
coffee,14449.2,14456.8,13939.7,13934.4,13939.7,16899.4,16890.4,16900.8,15578.8,15578.1,15578.3,17776.8,17780.6,17781.4,19942.0,19952.2,24900.1,24879.9,7307.8,7306.8,7306.9,7556.9,7558.1,7558.3,24827.4,24821.2,24817.4,57094.0,57061.4,57044.1,17703.7,17690.8,38797.6,38784.6,49260.5,49322.0,49358.9,98675.3,98484.9,98507.8,122877.5,123009.6,122902.9,81193.4,81314.9,81361.7,97880.4,97936.8,1726206.1,1696689.0,46961.9,46925.9,46976.0,17635.1,17624.9,17635.7,1092.6,1092.5,1092.6,4926.6,4930.3,4933.0,29712.2,29735.1,28.309999,47.060001
coffee,14452.2,14451.2,13934.3,13936.6,13938.1,16926.0,16925.9,16928.1,15583.2,15583.3,15582.0,17798.1,17784.9,17786.7,19940.9,19947.1,24921.4,24890.2,7307.1,7306.3,7305.9,7556.1,7558.5,7562.0,24819.0,24808.2,24814.7,57060.8,57092.3,57050.1,17695.3,17694.9,38779.4,38793.2,49192.4,49169.6,49134.2,98296.1,98437.7,98549.4,122719.1,122939.7,122957.5,81130.8,81050.6,81226.1,97724.4,97864.3,1765625.4,1669333.9,46974.2,47016.0,46947.3,17635.7,17630.0,17631.6,1092.6,1092.5,1092.5,4927.2,4931.0,4932.8,29748.1,29737.4,28.320000,46.980000
coffee,14453.2,14452.7,13936.7,13927.3,13926.8,16929.6,16935.1,16933.9,15574.0,15582.8,15584.1,17787.0,17787.1,17790.1,19931.7,19948.4,24918.5,24887.6,7309.0,7307.0,7308.9,7559.7,7560.4,7562.3,24844.3,24820.0,24822.6,57041.9,57002.0,57051.8,17703.3,17689.4,38748.9,38741.6,49186.3,49225.0,49169.6,98509.4,98731.0,98914.1,122970.2,122975.3,123014.7,81127.5,81385.6,81384.5,97779.9,97984.4,1796798.5,1683733.2,46973.4,46972.3,46959.7,17628.2,17622.4,17636.4,1092.6,1092.6,1092.5,4926.8,4930.5,4932.7,29742.1,29736.4,28.309999,46.910000
coffee,14449.3,14453.2,13929.3,13933.7,13933.4,16926.8,16932.7,16946.6,15574.7,15577.9,15578.3,17787.8,17788.5,17800.7,19949.2,19952.9,24927.4,24891.8,7309.2,7307.6,7308.5,7559.9,7560.2,7561.9,24843.5,24832.6,24829.5,57068.8,57051.8,57089.1,17696.9,17693.8,38734.1,38752.4,49151.7,49201.9,49219.5,98601.7,98638.5,98975.0,123056.7,122962.6,123046.5,81307.2,81345.5,81385.6,97864.3,97779.9,1753921.8,1680881.0,46980.7,46982.2,47000.4,17634.7,17632.7,17630.7,1092.6,1092.6,1092.5,4927.3,4931.0,4933.1,29746.7,29756.5,28.309999,46.889999
coffee,14446.1,14436.6,13922.8,13929.6,13924.1,16937.7,16935.4,16938.7,15580.6,15574.3,15580.5,17802.2,17795.5,17796.4,19951.4,19948.4,24920.3,24889.0,7309.4,7308.7,7311.5,7560.7,7562.6,7565.0,24835.7,24833.5,24821.8,57004.2,57080.0,57025.0,17687.6,17695.5,38722.0,38757.6,49208.3,49213.4,49185.9,98764.6,98777.7,99035.1,123179.0,122806.5,122892.8,80973.4,81016.4,81086.5,97870.8,97877.2,1735515.6,1749540.9,46936.9,46961.2,46973.8,17625.3,17626.8,17625.2,1092.6,1092.6,1092.5,4927.0,4930.4,4932.9,29738.0,29749.9,28.320000,46.840000
coffee,14443.0,14451.7,13921.8,13911.6,13928.5,16917.5,16916.4,16923.5,15577.0,15575.3,15578.8,17768.9,17769.1,17770.1,19935.0,19944.9,24919.0,24934.0,7309.8,7308.7,7309.7,7563.8,7566.6,7565.9,24818.3,24818.2,24810.9,56955.0,56957.2,56968.4,17695.0,17691.9,38783.1,38767.2,49199.9,49154.1,49152.1,98683.5,98613.1,98851.6,122944.8,122568.7,122757.1,80982.7,81013.1,81143.5,97862.7,97928.8,1769298.4,1757027.6,46953.6,46976.8,46921.3,17629.9,17633.6,17629.4,1092.6,1092.6,1092.5,4926.8,4930.8,4932.5,29738.4,29753.4,28.320000,46.860001
coffee,14440.6,14444.5,13916.2,13926.7,13924.5,16916.5,16908.7,16914.3,15582.8,15573.3,15574.8,17772.1,17777.1,17773.0,19958.3,19946.6,24927.2,24892.6,7309.6,7309.8,7309.6,7565.8,7568.3,7569.5,24822.7,24833.7,24821.3,57033.4,57003.1,56982.3,17694.1,17697.1,38733.1,38753.8,49205.8,49122.0,49127.1,98427.9,98414.9,98708.9,122947.4,122664.7,122548.5,81111.4,81048.4,81168.4,97619.4,97803.2,1819866.8,1720220.9,46950.2,46944.9,46931.0,17626.4,17625.4,17627.6,1092.6,1092.5,1092.5,4926.6,4929.9,4932.3,29746.3,29755.8,28.320000,46.990002
coffee,14444.5,14444.2,13913.6,13929.9,13904.8,16898.2,16895.2,16897.9,15571.6,15573.2,15568.5,17768.1,17766.6,17757.7,19937.6,19938.9,24918.7,24894.7,7311.9,7310.8,7310.9,7567.8,7568.0,7571.1,24812.6,24838.1,24839.3,57147.0,57034.5,57046.9,17688.5,17694.2,38797.9,38798.9,49203.4,49233.3,49199.5,98758.9,98690.8,98801.5,122817.9,123004.6,122833.1,81520.6,81408.5,81386.7,97989.3,98095.1,1702998.5,1769824.5,46893.7,46884.3,46899.8,17620.1,17622.1,17627.9,1092.6,1092.6,1092.6,4925.4,4929.6,4931.7,29719.7,29733.7,28.320000,46.980000
coffee,14441.2,14441.0,13913.9,13911.6,13905.8,16872.6,16869.2,16873.7,15573.2,15572.2,15566.8,17765.9,17757.0,17765.0,19940.7,19935.0,24933.8,24899.7,7311.8,7312.5,7312.3,7566.8,7568.8,7571.0,24868.5,24850.0,24850.6,56976.9,57061.4,56938.4,17694.0,17700.8,38753.8,38750.2,49299.1,49248.4,49325.1,98777.7,98595.1,98904.2,123601.3,122975.3,123231.3,81473.7,81550.2,81548.0,98031.3,97938.4,1775895.5,1772722.9,46919.8,46900.2,46877.8,17629.4,17627.9,17625.6,1092.6,1092.5,1092.5,4926.1,4929.5,4932.4,29713.0,29745.9,28.320000,47.119999
coffee,14442.5,14448.0,13906.4,13895.4,13900.4,16887.8,16880.8,16886.9,15574.7,15573.2,15573.6,17772.4,17767.9,17767.7,19942.9,19946.7,24914.1,24892.0,7310.6,7310.3,7311.4,7570.0,7569.5,7570.5,24870.0,24852.3,24845.8,56979.0,56955.0,56953.9,17695.8,17684.5,38768.3,38797.1,49096.6,49236.2,49229.3,98986.5,98868.8,98801.5,122981.7,122900.4,122910.5,81387.8,81445.8,81394.5,97897.3,97943.3,1728461.4,1742882.5,46948.4,46935.0,46929.7,17630.1,17624.3,17628.8,1092.6,1092.5,1092.5,4926.2,4930.0,4932.8,29732.9,29749.2,28.309999,47.209999
coffee,14446.0,14445.0,13907.4,13900.1,13912.5,16869.2,16863.3,16874.4,15573.5,15570.9,15572.1,17764.3,17763.3,17759.0,19941.4,19926.2,24928.4,24896.8,7312.1,7312.8,7312.4,7568.7,7571.3,7573.8,24875.2,24872.0,24854.3,56959.7,57007.2,56881.4,17695.6,17679.7,38734.6,38756.4,49217.4,49162.4,49222.5,98848.3,98700.7,98846.7,123153.5,123093.6,122840.7,81505.5,81600.6,81510.0,97872.4,97864.3,1689706.6,1739826.6,47004.3,46959.0,46943.4,17631.5,17624.6,17629.3,1092.6,1092.5,1092.5,4926.5,4930.4,4933.2,29722.1,29731.1,28.320000,47.160000
coffee,14448.5,14445.5,13894.3,13902.1,13900.6,16882.2,16876.0,16876.7,15569.6,15569.6,15577.6,17772.2,17773.1,17773.5,19936.7,19948.0,24937.3,24886.5,7312.6,7311.2,7311.5,7571.3,7573.2,7575.8,24877.9,24853.7,24871.4,56895.9,56851.2,57023.3,17686.7,17696.2,38766.0,38765.0,49178.3,49231.3,49122.0,98838.4,98665.5,98796.6,123084.7,123030.0,123049.1,81283.3,81150.1,81416.2,97811.2,98354.7,1714030.1,1705926.4,47033.1,47014.5,47004.7,17637.0,17628.2,17632.6,1092.6,1092.5,1092.5,4928.2,4931.7,4935.0,29714.3,29730.5,28.320000,47.259998
coffee,14446.1,14440.1,13907.9,13898.2,13900.0,16927.0,16922.2,16927.3,15570.7,15568.6,15574.9,17791.4,17797.6,17800.3,19933.3,19943.0,24921.8,24900.8,7313.5,7311.4,7312.9,7575.6,7576.1,7578.5,24853.7,24857.5,24837.7,56905.4,56924.5,56877.4,17692.0,17692.1,38734.4,38777.9,49169.6,49187.1,49214.2,98547.8,98922.3,98657.3,123024.9,122372.0,123260.7,81515.6,81685.2,81510.0,97946.5,97944.9,1725705.9,1761446.4,47068.0,47078.6,47043.6,17636.4,17640.1,17631.5,1092.6,1092.6,1092.6,4929.4,4933.8,4935.8,29727.4,29738.4,28.309999,47.180000
