category,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,sensor64,sensor65,sensor66
unknown,14236.4,14231.9,16383.6,16395.0,16383.7,15600.9,15586.9,15593.5,15219.2,15223.7,15222.0,17000.3,16996.3,16992.0,19728.2,19732.1,23990.0,23961.9,6813.1,6812.2,6812.4,5258.5,5257.4,5260.0,19552.5,19559.9,19544.4,52592.7,52632.8,52681.5,16930.6,16932.7,36704.0,36696.1,41502.1,41522.4,41499.8,76446.6,76497.7,76393.0,89080.6,89160.0,89121.3,67585.5,67489.6,67582.0,92877.0,92928.5,1726706.8,1803329.5,42054.7,42019.9,42009.5,16935.2,16946.4,16941.9,1092.6,1092.6,1092.5,4274.6,4277.4,4279.5,29399.7,29383.9,29.879999,37.139999
unknown,14233.0,14231.4,16370.7,16353.0,16369.9,15596.1,15599.3,15589.9,15221.6,15214.1,15217.3,16991.7,16995.6,16990.6,19718.0,19722.1,23961.8,23946.9,6812.1,6811.2,6810.8,5254.0,5254.9,5256.2,19537.9,19540.8,19532.9,52527.2,52623.9,52593.2,16935.5,16932.6,36703.0,36680.3,41589.3,41643.7,41653.9,76203.6,76283.8,76337.6,89178.8,89017.9,88926.1,67479.2,67524.8,67546.7,92945.2,92848.7,1730471.0,1745437.4,42029.7,42023.6,41985.6,16934.9,16940.3,16938.5,1092.6,1092.6,1092.5,4273.7,4276.1,4278.2,29399.3,29430.5,29.850000,37.110001
unknown,14233.7,14232.7,16365.6,16366.7,16370.8,15598.2,15592.6,15587.3,15216.0,15212.0,15217.8,16987.7,16984.6,16986.4,19724.1,19733.6,23972.2,23948.4,6809.3,6808.3,6808.4,5250.5,5250.9,5253.2,19538.7,19537.9,19530.5,52471.1,52543.9,52588.1,16931.8,16935.2,36744.2,36730.9,41557.7,41607.2,41569.4,76294.5,76291.6,76363.1,89014.6,88962.0,88997.3,67473.9,67544.4,67425.3,93058.6,92945.2,1834728.9,1688748.0,42016.2,42008.9,41992.6,16934.4,16934.6,16932.5,1092.6,1092.6,1092.6,4272.1,4275.2,4277.1,29371.5,29421.2,29.889999,37.119999
unknown,14231.9,14228.0,16356.2,16353.0,16348.8,15594.3,15589.9,15587.7,15211.5,15212.9,15210.5,16973.0,16976.4,16972.1,19720.6,19722.9,23968.8,23935.8,6808.8,6807.9,6808.2,5246.7,5247.1,5247.7,19534.2,19533.1,19523.0,52500.0,52491.9,52563.9,16926.6,16929.6,36719.3,36691.4,41534.9,41584.7,41576.5,76418.1,76499.7,76677.7,89001.3,88966.0,88864.9,67390.1,67429.9,67453.6,93047.7,92894.4,1741353.1,1742372.4,41976.1,42004.5,42012.9,16927.6,16928.5,16926.0,1092.6,1092.6,1092.5,4271.0,4273.4,4275.8,29391.5,29407.9,29.889999,37.119999
unknown,14228.7,14226.7,16340.3,16348.2,16328.0,15588.1,15585.4,15583.7,15205.5,15206.4,15213.3,16965.5,16966.0,16968.0,19720.8,19718.4,23970.9,23922.9,6807.3,6806.6,6806.1,5243.2,5243.4,5244.7,19515.1,19516.8,19525.2,52485.4,52438.9,52470.1,16928.3,16928.5,36668.0,36677.2,41513.2,41563.4,41540.6,76451.5,76606.6,76599.7,89100.6,88866.3,88857.0,67310.4,67360.4,67397.8,93001.9,92991.0,1699110.2,1702024.8,41950.9,41970.6,41994.1,16929.7,16919.3,16922.2,1092.6,1092.6,1092.6,4270.3,4271.9,4273.8,29369.6,29372.3,29.860001,37.130001
unknown,14234.5,14231.7,16316.8,16330.1,16329.9,15578.1,15576.2,15581.5,15210.9,15206.7,15200.4,16954.8,16962.0,16960.5,19716.9,19715.0,23968.8,23930.4,6805.5,6805.1,6803.9,5240.2,5240.2,5241.9,19505.8,19516.6,19514.6,52480.6,52462.5,52447.9,16920.1,16925.5,36707.4,36688.8,41573.3,41614.1,41581.9,76223.6,76282.8,76405.3,88847.7,88715.8,88797.3,67338.6,67358.8,67291.0,93194.2,93060.1,1738048.8,1672147.0,41957.6,41933.3,41860.4,16927.5,16924.2,16929.1,1092.6,1092.6,1092.5,4268.9,4271.7,4273.9,29375.8,29363.2,29.860001,37.200001
unknown,14223.5,14224.2,16312.1,16316.0,16314.8,15578.8,15574.3,15577.0,15201.5,15207.3,15201.0,16952.2,16950.2,16955.6,19718.8,19728.8,23965.2,23919.6,6803.8,6803.6,6803.4,5238.0,5237.8,5239.1,19505.5,19500.7,19505.1,52470.6,52447.9,52407.7,16918.4,16915.3,36654.9,36578.7,41555.7,41491.8,41587.0,76110.9,76005.9,76256.9,88684.7,88805.2,88703.2,67311.2,67330.6,67353.9,93097.2,93162.8,1824327.9,1699595.4,41924.3,41929.7,41938.8,16925.8,16928.9,16921.6,1092.6,1092.6,1092.5,4267.5,4271.1,4272.4,29362.9,29372.6,29.879999,37.200001
unknown,14220.3,14226.8,16274.1,16268.3,16267.4,15575.8,15576.6,15572.7,15203.4,15202.8,15200.0,16951.7,16947.8,16944.8,19687.6,19728.8,23969.0,23953.8,6802.6,6802.6,6802.2,5234.6,5235.2,5236.4,19502.7,19505.1,19501.9,52390.6,52441.2,52414.1,16921.7,16915.3,36677.2,36694.9,41598.9,41636.0,41537.8,76233.4,76257.8,76308.7,88892.2,88756.2,88625.2,67295.5,67244.2,67348.5,93060.1,92924.1,1770350.6,1759104.2,41930.9,41884.6,41925.7,16921.0,16919.4,16915.8,1092.6,1092.6,1092.5,4266.3,4269.6,4271.5,29383.5,29380.5,29.889999,37.240002
unknown,14222.5,14225.5,16283.9,16278.7,16285.9,15575.3,15573.2,15571.3,15197.2,15198.3,15199.4,16942.5,16939.8,16937.3,19719.4,19725.6,23961.9,23935.8,6801.4,6800.6,6800.8,5231.2,5231.6,5233.4,19491.2,19488.9,19492.3,52333.4,52395.2,52382.0,16920.2,16918.9,36652.7,36714.4,41610.6,41565.9,41588.7,76099.7,76219.7,76179.7,88741.6,88741.6,88652.3,67361.1,67271.2,67403.1,92745.9,92955.4,1722709.6,1761446.4,41945.7,41896.0,41885.5,16914.0,16919.7,16915.4,1092.6,1092.6,1092.5,4265.9,4267.7,4270.3,29351.9,29374.4,29.879999,37.200001
unknown,14222.0,14225.1,16293.1,16297.4,16295.5,15573.5,15571.6,15570.0,15196.6,15198.7,15195.4,16941.0,16937.3,16938.4,19719.6,19714.0,23956.7,23936.5,6798.7,6797.4,6797.2,5227.3,5228.0,5230.0,19491.9,19483.2,19483.1,52277.2,52350.4,52332.9,16922.1,16917.0,36674.2,36650.1,41510.5,41564.6,41576.2,76235.8,76123.6,76202.6,88690.0,88511.8,88513.1,67300.1,67386.7,67230.9,92775.5,92999.0,1742372.4,1806887.0,41884.3,41874.0,41868.8,16910.8,16905.7,16910.4,1092.6,1092.5,1092.6,4264.5,4266.9,4269.0,29364.0,29387.8,29.889999,37.160000
unknown,14217.1,14221.1,16248.0,16268.8,16264.8,15570.8,15570.6,15568.3,15192.1,15198.7,15194.6,16929.7,16925.6,16928.2,19706.2,19704.5,23969.3,23942.4,6798.8,6797.7,6797.7,5224.0,5223.8,5225.7,19494.7,19487.1,19484.5,52260.4,52305.9,52288.2,16916.6,16917.4,36668.2,36635.9,41570.0,41533.3,41602.9,76366.1,76134.8,76296.5,88625.2,88414.4,88469.7,67207.3,67285.3,67398.5,92898.7,92897.3,1727708.9,1735515.6,41874.3,41855.0,41862.5,16901.5,16904.8,16901.1,1092.6,1092.6,1092.5,4263.3,4265.7,4267.6,29347.0,29355.1,29.910000,37.139999
unknown,14218.0,14222.3,16251.7,16242.7,16247.0,15566.5,15569.9,15564.4,15190.5,15187.7,15189.2,16926.5,16932.5,16922.5,19716.2,19714.2,23961.1,23922.6,6799.3,6797.2,6797.1,5219.6,5220.9,5221.8,19486.9,19483.0,19479.6,52266.4,52255.1,52300.9,16918.5,16913.8,36714.7,36678.6,41536.7,41519.1,41590.6,76082.7,76124.6,76066.6,88530.3,88411.8,88402.6,67248.0,67315.0,67327.5,93041.9,92894.4,1664898.9,1706415.2,41891.6,41856.8,41863.4,16900.8,16901.5,16902.5,1092.6,1092.5,1092.5,4262.0,4264.4,4266.5,29341.3,29291.9,29.879999,37.130001
unknown,14212.9,14215.9,16241.0,16266.5,16243.8,15566.1,15566.6,15567.5,15185.7,15185.3,15185.3,16919.6,16917.6,16920.8,19714.9,19712.3,23954.9,23924.9,6796.9,6796.0,6796.7,5216.4,5217.7,5219.4,19478.6,19481.6,19480.6,52251.0,52193.6,52226.4,16911.2,16911.6,36671.7,36659.8,41582.5,41577.5,41566.8,76137.7,76088.5,76403.4,88441.4,88264.2,88464.4,67093.9,66948.5,67223.6,93108.9,93328.8,1719724.0,1702998.5,41842.9,41865.3,41840.5,16902.9,16898.4,16899.7,1092.6,1092.5,1092.6,4260.8,4263.5,4264.9,29330.2,29360.7,29.889999,37.119999
unknown,14217.9,14216.8,16228.2,16241.7,16224.3,15563.1,15553.9,15563.1,15186.7,15181.4,15184.0,16907.9,16911.1,16911.0,19695.9,19703.6,23947.1,23926.0,6794.1,6793.3,6794.1,5211.8,5212.1,5213.1,19461.9,19440.8,19466.8,52261.3,52282.0,52247.5,16908.8,16908.2,36604.3,36638.5,41562.8,41559.3,41524.5,76117.8,76163.6,76423.5,88332.4,88400.0,88304.2,67089.4,67153.8,67305.4,93010.6,92900.2,1735515.6,1719724.0,41838.0,41841.1,41873.4,16897.2,16894.3,16890.6,1092.6,1092.6,1092.6,4259.9,4262.3,4264.1,29327.1,29339.0,29.889999,37.090000
unknown,14212.4,14215.5,16208.5,16199.7,16206.8,15558.2,15539.7,15555.9,15180.0,15185.9,15181.4,16896.5,16903.6,16903.1,19701.9,19702.0,23949.3,23921.2,6792.6,6792.3,6792.7,5207.6,5208.9,5210.3,19454.4,19463.3,19455.9,52111.7,52156.5,52169.6,16911.9,16905.8,36621.1,36654.5,41589.0,41527.1,41600.1,76055.0,76116.8,76192.4,88573.8,88249.1,88219.7,67056.8,67164.0,67163.2,93053.5,93041.9,1742882.5,1712551.0,41824.8,41802.3,41848.6,16895.3,16899.8,16891.4,1092.6,1092.6,1092.5,4258.2,4261.1,4263.0,29341.8,29340.5,29.889999,37.090000
unknown,14209.1,14214.8,16194.2,16185.3,16181.9,15547.5,15552.5,15551.8,15176.8,15176.3,15180.1,16891.1,16883.6,16886.8,19706.2,19713.0,23957.7,23912.2,6791.6,6791.9,6790.9,5205.1,5206.1,5207.5,19450.7,19444.6,19450.6,52154.7,52131.4,52121.5,16905.6,16899.5,36641.8,36650.3,41522.2,41518.5,41567.6,75994.2,76003.0,76190.4,88187.6,88363.2,88311.4,67062.1,67033.0,67125.0,92988.0,93065.9,1722709.6,1747999.8,41825.7,41830.2,41806.4,16886.8,16893.8,16890.5,1092.6,1092.6,1092.5,4256.7,4259.5,4261.5,29334.7,29334.7,29.910000,37.029999
unknown,14206.5,14208.1,16179.5,16182.2,16183.8,15551.7,15550.2,15552.1,15173.8,15179.4,15173.3,16896.0,16887.1,16886.2,19691.1,19701.2,23951.3,23920.8,6791.6,6790.1,6790.8,5200.2,5202.0,5202.5,19447.9,19453.1,19446.6,52079.3,52102.8,52140.0,16905.7,16905.0,36644.3,36590.9,41531.9,41539.0,41504.9,75892.9,76051.1,76225.6,88121.0,88135.4,88143.8,66954.1,66967.3,66953.4,93037.5,93016.4,1778017.1,1765102.0,41789.9,41770.6,41756.7,16885.3,16894.7,16887.1,1092.6,1092.5,1092.6,4255.4,4258.3,4260.3,29333.2,29316.7,29.910000,37.040001
unknown,14211.4,14214.3,16174.3,16166.8,16161.3,15553.1,15546.9,15545.3,15169.2,15168.7,15166.4,16885.7,16878.8,16880.7,19692.4,19691.6,23949.0,23927.4,6789.5,6787.9,6789.5,5196.8,5197.1,5199.3,19444.0,19442.1,19437.3,52048.0,51995.0,52068.5,16908.2,16901.9,36627.9,36610.5,41406.2,41459.4,41501.6,75798.5,76081.7,76093.9,88135.4,88012.7,88080.5,66968.8,67070.1,67102.6,93019.3,92897.3,1764578.8,1740843.9,41806.1,41768.2,41752.3,16880.7,16882.0,16883.4,1092.6,1092.6,1092.6,4254.1,4257.1,4259.1,29334.8,29332.0,29.910000,37.070000
unknown,14209.7,14202.2,16154.4,16156.6,16163.2,15550.6,15546.1,15542.6,15167.5,15163.5,15168.2,16880.9,16867.2,16867.7,19694.9,19692.4,23945.6,23929.4,6786.8,6786.2,6787.3,5191.4,5193.3,5194.8,19437.2,19435.7,19426.3,52034.1,52021.4,52026.6,16905.0,16897.1,36603.9,36625.3,41430.8,41441.5,41543.2,75980.1,75970.4,75977.2,87937.9,87845.0,88029.7,67003.5,67079.5,66983.5,92964.8,92909.6,1723707.2,1737541.6,41795.5,41758.3,41738.7,16879.6,16883.1,16863.3,1092.6,1092.6,1092.5,4252.8,4255.3,4257.2,29310.3,29337.3,29.889999,36.950001
unknown,14207.1,14202.3,16132.3,16135.2,16140.4,15542.4,15537.3,15535.7,15162.9,15162.1,15162.9,16865.4,16866.7,16856.8,19705.2,19697.9,23939.6,23909.1,6786.1,6784.4,6784.2,5189.4,5189.6,5191.8,19430.0,19422.3,19414.2,52000.0,51961.8,52003.2,16902.9,16896.6,36609.2,36602.5,41548.0,41563.1,41447.0,75839.1,75760.4,75888.0,87832.7,87842.4,87729.7,66857.0,66868.3,66936.4,92906.7,92824.8,1655408.9,1738048.8,41761.5,41748.3,41752.6,16872.8,16867.7,16876.0,1092.6,1092.6,1092.5,4251.7,4254.0,4255.9,29317.0,29321.3,29.889999,37.009998
unknown,14207.2,14205.4,16130.9,16124.9,16129.2,15542.0,15540.7,15540.1,15161.1,15156.3,15163.4,16857.7,16860.0,16853.3,19702.2,19702.7,23930.8,23885.6,6784.3,6783.2,6782.9,5185.2,5186.5,5188.1,19418.6,19417.7,19409.5,51951.1,51921.8,51940.0,16900.6,16900.1,36604.8,36644.1,41461.0,41455.6,41501.6,75710.7,75700.1,75752.2,87778.3,87843.7,87782.1,66927.0,66963.9,67044.3,93031.7,92898.7,1719227.4,1688748.0,41742.9,41750.1,41761.8,16871.5,16871.1,16870.4,1092.6,1092.6,1092.6,4250.5,4253.1,4254.6,29291.8,29313.3,29.920000,37.009998
unknown,14207.1,14204.8,16105.5,16115.8,16120.0,15538.8,15537.4,15537.0,15157.2,15154.2,15152.1,16844.7,16851.7,16849.0,19688.7,19685.2,23933.4,23901.7,6782.3,6782.2,6782.0,5181.5,5182.5,5183.9,19413.1,19408.4,19413.9,51914.8,51936.8,51915.2,16897.7,16898.6,36637.4,36632.3,41467.8,41525.1,41534.4,75580.8,75587.5,75510.7,87793.2,87863.2,87683.1,66796.9,66937.9,66948.5,92909.6,92872.6,1663968.4,1723208.2,41723.1,41741.4,41773.6,16865.1,16871.6,16869.3,1092.6,1092.6,1092.5,4249.0,4251.6,4253.4,29300.8,29294.3,29.930000,36.990002
unknown,14200.8,14204.4,16089.3,16081.8,16087.4,15531.5,15534.7,15536.5,15155.8,15156.9,15153.4,16836.2,16835.9,16836.2,19702.5,19709.2,23942.4,23896.3,6781.9,6780.9,6781.0,5177.9,5178.2,5179.5,19398.7,19407.8,19398.1,51899.2,51897.1,51945.4,16889.6,16888.8,36612.7,36629.9,41538.4,41477.2,41521.1,75663.5,75639.9,75711.7,87924.9,87839.8,87550.8,66819.0,66680.4,66829.9,92985.1,92912.5,1759624.1,1675912.8,41706.3,41703.6,41742.0,16864.7,16868.1,16863.6,1092.6,1092.6,1092.6,4247.7,4250.1,4252.6,29297.3,29300.8,29.920000,36.970001
unknown,14211.4,14208.7,16091.4,16094.0,16092.8,15528.6,15526.4,15526.2,15153.6,15152.5,15156.6,16832.5,16823.6,16829.2,19687.1,19694.8,23931.6,23912.3,6780.8,6780.5,6780.3,5173.5,5174.0,5175.2,19401.8,19399.0,19401.4,51844.8,51936.8,51884.7,16893.0,16888.5,36630.2,36634.6,41506.6,41491.6,41531.3,75638.9,75507.8,75606.2,87708.4,87579.8,87625.0,66750.0,66775.5,66816.0,92811.7,92912.5,1758065.2,1770350.6,41692.5,41682.9,41697.9,16862.2,16866.8,16867.7,1092.6,1092.6,1092.5,4246.4,4248.7,4250.8,29292.2,29291.9,29.910000,36.980000
unknown,14202.2,14203.2,16069.0,16066.8,16074.7,15529.6,15523.4,15518.9,15152.5,15155.6,15151.2,16816.5,16824.6,16819.2,19693.4,19685.6,23929.7,23899.7,6778.8,6777.1,6777.8,5169.2,5170.7,5171.5,19386.8,19383.8,19384.0,51798.5,51845.7,51812.5,16887.4,16894.6,36620.9,36611.2,41472.6,41440.2,41535.5,75476.7,75399.2,75438.4,87602.4,87676.7,87463.9,66596.7,66622.8,66672.5,92898.7,92780.6,1690186.2,1704949.4,41670.0,41675.1,41685.3,16861.2,16858.5,16858.7,1092.6,1092.5,1092.5,4245.4,4247.9,4250.1,29308.1,29331.8,29.889999,36.939999
unknown,14206.1,14210.2,16063.9,16076.9,16061.7,15519.8,15516.5,15514.9,15149.0,15146.4,15149.2,16814.2,16816.7,16815.3,19702.3,19697.1,23924.3,23910.8,6777.7,6776.3,6778.0,5166.6,5166.8,5167.8,19385.5,19386.4,19379.3,51806.9,51808.2,51780.4,16890.8,16879.9,36592.5,36589.1,41507.5,41472.0,41512.0,75326.6,75403.0,75454.2,87505.7,87582.4,87556.0,66639.6,66793.9,66671.0,92762.5,92296.8,1691627.0,1690186.2,41688.6,41684.2,41696.2,16855.1,16859.2,16858.2,1092.6,1092.6,1092.5,4243.5,4246.1,4248.3,29275.4,29290.5,29.920000,36.950001
unknown,14204.1,14200.2,16032.6,16056.9,16055.7,15513.1,15509.9,15510.4,15141.0,15142.3,15140.3,16801.0,16802.8,16799.5,19696.7,19707.2,23929.6,23901.1,6776.4,6776.0,6775.9,5162.0,5163.0,5163.8,19376.0,19371.8,19362.4,51782.0,51570.1,51702.1,16879.4,16887.5,36564.0,36578.7,41520.8,41523.0,41611.8,75377.6,75453.2,75475.7,87476.8,87446.6,87457.5,66593.7,66626.6,66701.0,92848.7,93006.2,1736021.5,1773250.9,41673.4,41679.3,41686.8,16855.9,16855.2,16853.5,1092.6,1092.5,1092.6,4242.6,4244.8,4247.2,29281.8,29286.0,29.910000,36.930000
unknown,14203.2,14200.5,16028.3,16000.2,16010.8,15507.4,15509.3,15506.1,15140.6,15128.6,15147.9,16798.1,16799.3,16791.2,19677.2,19677.4,23935.6,23911.0,6775.2,6774.9,6774.1,5159.3,5159.6,5161.0,19372.7,19361.4,19364.6,51708.6,51777.7,51670.4,16882.7,16883.2,36576.4,36592.8,41503.2,41496.5,41463.9,75216.5,75220.3,75402.0,87528.3,87345.7,87412.5,66655.0,66693.1,66658.0,93140.2,93019.3,1784679.4,1779611.5,41633.6,41671.9,41645.4,16851.4,16850.6,16845.4,1092.6,1092.6,1092.5,4240.9,4243.3,4245.4,29264.9,29285.3,29.920000,36.910000
unknown,14201.9,14200.5,16033.2,16033.7,16014.9,15511.3,15505.1,15496.5,15139.9,15136.8,15133.9,16783.4,16781.5,16782.4,19678.8,19688.1,23924.8,23879.3,6772.8,6773.2,6773.1,5154.3,5154.2,5155.4,19354.6,19352.6,19358.3,51651.5,51709.9,51696.2,16885.4,16880.4,36575.5,36586.5,41507.5,41429.9,41527.8,75362.8,75493.4,75404.9,87235.5,87243.2,87235.5,66520.0,66571.0,66555.7,92827.7,92844.3,1793820.9,1774836.8,41675.7,41639.6,41612.6,16846.6,16847.9,16843.5,1092.6,1092.6,1092.5,4239.0,4241.5,4243.7,29269.8,29265.4,29.920000,36.889999
unknown,14199.7,14203.7,16001.9,16011.2,16009.1,15495.2,15491.7,15496.4,15127.5,15128.0,15127.8,16773.0,16774.6,16773.5,19701.3,19693.8,23935.5,23896.2,6772.3,6772.2,6770.7,5150.1,5151.4,5151.7,19347.7,19350.2,19346.9,51639.2,51634.9,51620.8,16880.3,16872.1,36568.0,36584.2,41476.6,41487.1,41495.6,75192.2,75102.5,75192.2,87144.8,87183.1,87203.6,66529.6,66568.8,66526.7,92775.5,92869.0,1745949.2,1752373.1,41654.2,41606.9,41634.5,16845.2,16839.7,16845.7,1092.6,1092.5,1092.5,4237.8,4240.7,4242.8,29274.8,29272.0,29.930000,36.900002
unknown,14200.1,14196.9,16008.5,15992.0,16005.3,15495.0,15491.3,15493.5,15127.5,15128.5,15128.2,16763.2,16760.9,16758.9,19690.7,19690.0,23936.7,23893.6,6768.7,6769.6,6769.6,5146.2,5147.2,5147.8,19336.2,19341.4,19340.1,51546.9,51599.0,51612.0,16882.2,16881.9,36568.8,36594.8,41472.9,41444.4,41490.7,75257.4,75253.6,75367.6,87311.1,87199.7,87189.5,66485.4,66535.2,66569.5,92814.6,92866.1,1758584.6,1710091.5,41593.8,41596.0,41589.8,16836.2,16836.1,16836.1,1092.6,1092.5,1092.6,4236.6,4239.5,4240.5,29254.4,29256.1,29.950001,36.959999
unknown,14194.2,14188.3,15982.2,15989.5,15974.2,15492.3,15484.3,15484.5,15124.4,15123.2,15123.5,16755.4,16759.6,16751.1,19685.3,19682.9,23908.1,23889.9,6767.7,6768.2,6768.4,5143.0,5143.6,5144.7,19327.7,19331.4,19321.0,51543.3,51577.5,51572.6,16882.7,16870.2,36561.6,36563.0,41446.4,41520.8,41496.5,75089.2,75095.9,75224.1,87223.4,87123.7,87059.9,66507.7,66546.4,66543.4,92905.3,92772.6,1740843.9,1747999.8,41601.8,41577.8,41558.0,16826.1,16829.2,16833.9,1092.6,1092.5,1092.5,4234.8,4237.1,4239.5,29272.0,29263.1,29.920000,36.860001
unknown,14187.8,14190.4,15951.3,15943.4,15950.4,15489.2,15487.4,15486.0,15120.8,15116.0,15118.8,16760.1,16749.6,16751.4,19684.8,19687.2,23929.6,23887.6,6767.3,6766.6,6765.9,5138.4,5137.7,5139.8,19316.1,19322.3,19325.8,51473.7,51465.9,51518.1,16874.5,16876.0,36564.4,36558.8,41402.6,41416.6,41457.4,75114.4,75197.0,75000.7,87171.0,87102.0,87387.4,66490.2,66427.1,66476.5,92749.5,92875.5,1727207.8,1701538.2,41596.0,41560.8,41569.1,16831.0,16830.2,16827.8,1092.6,1092.6,1092.5,4233.0,4235.7,4238.1,29244.2,29241.6,29.920000,36.869999
unknown,14190.2,14187.3,15938.0,15941.3,15938.3,15483.1,15475.0,15478.7,15113.7,15115.7,15115.1,16738.9,16743.6,16745.6,19690.2,19684.4,23918.3,23896.9,6766.5,6766.1,6764.5,5135.5,5134.7,5137.0,19311.5,19313.1,19316.8,51458.7,51450.5,51486.1,16872.1,16872.0,36561.8,36551.7,41428.8,41437.6,41402.9,75152.3,75153.3,75315.1,87096.3,87089.9,87024.9,66287.4,66264.5,66378.5,92808.1,92783.5,1726206.1,1705437.6,41509.7,41532.8,41561.1,16828.8,16825.6,16824.5,1092.6,1092.6,1092.6,4231.9,4234.8,4236.6,29231.3,29239.6,29.930000,36.880001
unknown,14187.2,14179.0,15916.3,15910.0,15916.9,15479.4,15479.4,15480.5,15118.5,15114.4,15109.8,16732.9,16726.5,16731.3,19671.8,19679.8,23904.0,23871.4,6763.6,6763.5,6765.1,5130.6,5131.0,5132.1,19297.1,19300.0,19300.0,51428.7,51465.9,51410.0,16864.7,16865.9,36508.0,36523.2,41439.9,41382.9,41420.1,75062.7,75060.8,75136.7,86855.9,86898.4,86881.9,66277.5,66301.1,66267.9,92782.1,92841.4,1680406.5,1732485.2,41510.5,41507.8,41541.8,16822.3,16815.0,16822.6,1092.6,1092.5,1092.6,4230.8,4233.4,4235.2,29234.2,29232.3,29.950001,36.849998
unknown,14188.1,14191.3,15912.0,15921.6,15913.3,15476.1,15466.3,15470.7,15113.2,15112.8,15110.8,16729.5,16718.8,16723.3,19689.3,19689.0,23916.2,23874.6,6763.2,6762.6,6762.8,5126.7,5127.8,5128.6,19295.4,19291.9,19292.5,51412.2,51400.9,51398.4,16863.7,16858.9,36529.3,36528.4,41410.4,41410.4,41414.7,74987.4,75041.4,75093.0,86950.5,86890.8,86715.3,66214.7,66190.0,66232.1,92921.2,92698.9,1702998.5,1717739.2,41520.0,41531.3,41548.6,16819.1,16818.7,16818.3,1092.6,1092.6,1092.5,4229.3,4231.8,4233.7,29247.0,29250.1,29.950001,36.889999
unknown,14185.1,14185.3,15892.9,15890.3,15906.9,15477.4,15469.6,15472.8,15114.3,15108.8,15107.2,16717.0,16710.0,16714.0,19685.6,19689.1,23918.6,23864.6,6760.8,6759.8,6761.1,5123.1,5123.5,5124.4,19287.3,19281.6,19281.9,51377.5,51365.3,51356.2,16860.2,16857.2,36524.7,36521.1,41380.3,41407.4,41369.9,74916.6,74983.2,75050.4,86833.7,86941.6,86807.7,66149.1,66187.1,66286.0,92724.2,92676.5,1705437.6,1726706.8,41527.4,41537.0,41507.5,16819.0,16816.3,16819.5,1092.6,1092.5,1092.5,4228.1,4230.4,4232.9,29242.0,29254.0,29.950001,36.889999
unknown,14185.8,14183.7,15872.2,15872.5,15867.3,15458.9,15458.2,15461.9,15105.4,15106.1,15110.0,16703.2,16701.3,16708.0,19689.7,19686.4,23907.9,23878.8,6760.8,6758.3,6759.1,5118.6,5119.8,5120.5,19275.8,19276.2,19277.9,51358.4,51290.4,51321.2,16864.4,16857.1,36536.3,36560.9,41380.3,41394.1,41406.8,74982.2,74890.6,75014.4,86670.4,86667.9,86771.0,66124.5,66252.7,66260.8,92761.1,92566.2,1677093.0,1685640.1,41486.8,41449.4,41487.1,16811.2,16806.7,16807.7,1092.6,1092.6,1092.6,4226.4,4228.7,4230.8,29216.9,29231.6,29.950001,36.849998
unknown,14189.4,14182.2,15875.1,15869.8,15892.9,15459.1,15456.3,15464.5,15108.9,15106.9,15100.7,16694.6,16695.8,16691.3,19684.7,19677.5,23904.9,23876.8,6759.4,6758.2,6758.6,5115.3,5115.8,5117.5,19271.9,19278.3,19276.5,51343.1,51352.7,51293.5,16861.6,16853.1,36554.7,36539.2,41345.7,41381.7,41331.6,75054.1,74909.0,74964.3,86722.2,86614.9,86648.3,66138.5,66168.7,66239.8,92911.1,92651.3,1731477.6,1747999.8,41385.5,41478.2,41466.6,16816.7,16804.9,16806.3,1092.6,1092.5,1092.5,4224.7,4227.2,4229.5,29229.3,29238.0,29.969999,36.840000
unknown,14180.8,14179.2,15875.7,15865.0,15871.9,15456.2,15449.7,15453.0,15100.1,15093.7,15098.2,16677.8,16678.8,16677.6,19670.4,19672.7,23905.4,23879.5,6756.9,6756.9,6757.8,5111.5,5113.0,5113.8,19255.1,19249.0,19248.8,51246.8,51211.7,51250.6,16854.4,16845.5,36512.1,36528.0,41385.2,41369.3,41421.0,74724.0,74736.2,74931.2,86482.0,86461.3,86452.5,66083.7,66150.6,66201.1,92670.7,92618.8,1760144.4,1716501.1,41513.7,41467.5,41454.8,16797.1,16801.3,16802.8,1092.6,1092.6,1092.6,4223.4,4225.5,4228.0,29212.7,29215.5,29.950001,36.880001
